displayName;givenName;surname;city;country
Beltane Petit;Beltane;Petit;OREYE;BE
Bernadette Marcoux;Bernadette;Marcoux;PESSAC;FR
Pascaline Duplanty;Pascaline;Duplanty;POEDERLEE;BE
Brigitte Gaillard;Brigitte;Gaillard;CRESSIER;CH
Agramant Chalifour;Agramant;Chalifour;LA TESTE-DE-BUCH;FR
Faustin Bois;Faustin;Bois;WILSELE;BE
Belisarda Petrie;Belisarda;Petrie;WALD;CH
Azura Bouchard;Azura;Bouchard;COUDEKERQUE-BRANCHE;FR
Aubert Lambert;Aubert;Lambert;FLÄSCH;CH
Vivienne Deschênes;Vivienne;Deschênes;VILLENEUVE-D'ASCQ;FR
Hamilton Chenard;Hamilton;Chenard;STOKKEM;BE
Hélène Jodoin;Hélène;Jodoin;GRANDVILLARD;CH
Bernard Longpré;Bernard;Longpré;LA CHAUX-DE-FONDS;CH
Christiane Ailleboust;Christiane;Ailleboust;HELDSWIL;CH
Henriette Plante;Henriette;Plante;BEAUNE;FR
Franck Bérubé;Franck;Bérubé;KORTESSEM;BE
Gano Loiselle;Gano;Loiselle;QUIMPER;FR
Lucille Moquin;Lucille;Moquin;NARBONNE;FR
Bruno Marier;Bruno;Marier;LE MANS;FR
Arienne Paré;Arienne;Paré;VORDERTHAL;CH
Senapus Rivière;Senapus;Rivière;BOULOGNE-SUR-MER;FR
Orson Paiement;Orson;Paiement;SINT-ANDRIES;BE
Grosvenor Doyon;Grosvenor;Doyon;AMPSIN;BE
Marcelle Charrette;Marcelle;Charrette;BIDOGNO;CH
Fletcher Faubert;Fletcher;Faubert;NEUENSCHWAND;CH
Kerman Létourneau;Kerman;Létourneau;POMPAPLES;CH
Raymond Lesage;Raymond;Lesage;TALENCE;FR
Gilbert DuLin;Gilbert;DuLin;LE MANS;FR
Cloridan Fresne;Cloridan;Fresne;MAZY;BE
René Marcoux;René;Marcoux;L'ETIVAZ;CH
Fleur Bordeaux;Fleur;Bordeaux;TÜBACH;CH
Byron Parenteau;Byron;Parenteau;BRÜSCHWIL;CH
Burnell Bazin;Burnell;Bazin;NICE;FR
Martin Roux;Martin;Roux;DONK;BE
Thérèse Lacombe;Thérèse;Lacombe;MARCINELLE;BE
Azura Bois;Azura;Bois;KOOLSKAMP;BE
Desire Masson;Desire;Masson;SAINT-PAUL;FR
René Loiseau;René;Loiseau;BOLL;CH
Aimée Chesnay;Aimée;Chesnay;ROSNY-SOUS-BOIS;FR
Roland Gousse;Roland;Gousse;FURFOOZ;BE
Christelle Daigle;Christelle;Daigle;LUC;CH
Honore Beaudry;Honore;Beaudry;NEUILLY-SUR-SEINE;FR
Josette Fresne;Josette;Fresne;SAINT-REMY;BE
Lirienne Lanoie;Lirienne;Lanoie;BOTTIGHOFEN;CH
Aurore Duhamel;Aurore;Duhamel;SENS;FR
Prunella Gareau;Prunella;Gareau;HESSIGKOFEN;CH
Eleanor Martineau;Eleanor;Martineau;PONTAULT-COMBAULT;FR
Eloise Hervieux;Eloise;Hervieux;NANTES;FR
Edmee Louis;Edmee;Louis;MARTIGUES;FR
Jesper Chaussée;Jesper;Chaussée;CAVAILLON;FR
Yvon Laforest;Yvon;Laforest;MONTAUBAN;FR
Théophile Hébert;Théophile;Hébert;LODELINSART;BE
Romain L'Angelier;Romain;L'Angelier;ERMENSWIL;CH
Fleurette Des Meaux;Fleurette;Des Meaux;BERN;CH
Olivie Laux;Olivie;Laux;BASTIA;FR
Fayme Montminy;Fayme;Montminy;STEIN;CH
Olivier Chassé;Olivier;Chassé;LES COLLONS;CH
André Gaudreau;André;Gaudreau;PARIS;FR
Charlotte van Hoogstraten;Charlotte;van Hoogstraten;CHARLEVILLE;FR
Tilly Labelle;Tilly;Labelle;LE PORT;FR
Senapus Tétrault;Senapus;Tétrault;AUSLIKON;CH
Eglantine Boivin;Eglantine;Boivin;LAON;FR
Matthieu Bonsaint;Matthieu;Bonsaint;MORLANWELZ-MARIEMONT;BE
Jean Royer;Jean;Royer;DIKKELVENNE;BE
Clothilde Archambault;Clothilde;Archambault;BROECHEM;BE
Avent Babin;Avent;Babin;MORCLES;CH
Marie Grivois;Marie;Grivois;HAVRÉ;BE
Neville Jolicoeur;Neville;Jolicoeur;COMBLAIN-FAIRON;BE
Tabor Chrétien;Tabor;Chrétien;ANTOING;BE
Charles Tachel;Charles;Tachel;MONTMORENCY;FR
Louis Mercier;Louis;Mercier;ESSERSCHWIIL;CH
Zoé Therrien;Zoé;Therrien;AMIENS;FR
Troy Duplanty;Troy;Duplanty;VALLAURIS;FR
Vernon Gladu;Vernon;Gladu;SINT-AMANDSBERG;BE
Orva Margand;Orva;Margand;MONTGERON;FR
Armand St-Pierre;Armand;St-Pierre;PARIS;FR
Anouk Voisine;Anouk;Voisine;MANOSQUE;FR
Paul Petrie;Paul;Petrie;VILLEJUIF;FR
Chapin Ratté;Chapin;Ratté;HINTERTHAL;CH
Ambra Guibord;Ambra;Guibord;OBERKULM;CH
Sylvie Béland;Sylvie;Béland;VILLENAVE-D'ORNON;FR
Mavise Vachon;Mavise;Vachon;BREST;FR
Avril Croquetaigne;Avril;Croquetaigne;LE PLESSIS-ROBINSON;FR
Claire Laux;Claire;Laux;ROMAINVILLE;FR
Aubert Labrecque;Aubert;Labrecque;LONS-LE-SAUNIER;FR
Jacqueline Ferland;Jacqueline;Ferland;RHEINSULZ;CH
Belle Marleau;Belle;Marleau;ISONE;CH
Benoît Gilbert;Benoît;Gilbert;FRIBOURG;CH
Halette Patry;Halette;Patry;VIERSET-BARSE;BE
Claire Parent;Claire;Parent;GULLEGEM;BE
Daisi Rouze;Daisi;Rouze;INCOURT;BE
Olympia Laforest;Olympia;Laforest;BEAUVAIS;FR
Normand Guertin;Normand;Guertin;MARSEILLE;FR
Fletcher Lemelin;Fletcher;Lemelin;SINT-NIKLAAS;BE
Guerin Leblanc;Guerin;Leblanc;MARTINA;CH
Camille Marleau;Camille;Marleau;RAMEGNIES;BE
Olympia Laisné;Olympia;Laisné;BEDANO;CH
Faye Quenneville;Faye;Quenneville;URSWIL;CH
Armina Lajoie;Armina;Lajoie;CRAS-AVERNAS;BE
Algernon Gregoire;Algernon;Gregoire;HOUILLES;FR
Gradasso Landry;Gradasso;Landry;MOULAND;BE
Nanna Lebrun;Nanna;Lebrun;FOIX;FR
Gemma Pouliotte;Gemma;Pouliotte;BIEL-BENKEN;CH
Charlotte Salois;Charlotte;Salois;BIERBEEK;BE
Victoire Pirouet;Victoire;Pirouet;AUBERVILLIERS;FR
Geoffrey Nadeau;Geoffrey;Nadeau;PLAGNE;CH
Danielle Caisse;Danielle;Caisse;GRENS;CH
Agnès Tremblay;Agnès;Tremblay;AUW;CH
Danielle Harquin;Danielle;Harquin;HOCHDORF;CH
Maurelle Arpin;Maurelle;Arpin;POITIERS;FR
Fauna Therrien;Fauna;Therrien;ONHAYE;BE
Fifine Ménard;Fifine;Ménard;OOMBERGEN;BE
Platt Descoteaux;Platt;Descoteaux;WASEN IM EMMENTAL;CH
Sébastien Chauvin;Sébastien;Chauvin;VILLIERS-LE-BEL;FR
Maryse Lang;Maryse;Lang;GURBRÜ;CH
Pascaline Echeverri;Pascaline;Echeverri;WILER;CH
Thibaut Brunault;Thibaut;Brunault;MARSEILLE;FR
Verney Marleau;Verney;Marleau;TILDONK;BE
Carine Cousteau;Carine;Cousteau;MOLENBAIX;BE
Julien Perrault;Julien;Perrault;CLERMONT;BE
Élise Létourneau;Élise;Létourneau;ALBLIGEN;CH
Pascal Boulé;Pascal;Boulé;BEVERCÉ;BE
Loring Dufour;Loring;Dufour;OUDENAARDE;BE
Florence Gingras;Florence;Gingras;ARVILLE;BE
Adrien Longpré;Adrien;Longpré;SAUMUR;FR
Marcelle Phaneuf;Marcelle;Phaneuf;LIEBENSBERG;CH
Hamilton Saindon;Hamilton;Saindon;LIBOURNE;FR
Ophelia Gousse;Ophelia;Gousse;COUDEKERQUE-BRANCHE;FR
Eugenia Cloutier;Eugenia;Cloutier;GENNEVILLIERS;FR
Leal Vaillancourt;Leal;Vaillancourt;MATTEN BEI INTERLAKEN;CH
Pryor D'Avis;Pryor;D'Avis;FORBACH;FR
Beltane Bonnet;Beltane;Bonnet;LOCARNO;CH
Victor Guernon;Victor;Guernon;LES ULIS;FR
Jewel Jetté;Jewel;Jetté;AU;CH
Tabor Brisebois;Tabor;Brisebois;FONTENAY-AUX-ROSES;FR
Afrodille Davignon;Afrodille;Davignon;SPIEGEL BEI BERN;CH
Legget Giguère;Legget;Giguère;MELLET;BE
Charlotte Deniger;Charlotte;Deniger;SOTTEVILLE-LÈS-ROUEN;FR
Melusina Bordeleau;Melusina;Bordeleau;AGIEZ;CH
Vincent Busque;Vincent;Busque;BRIVE-LA-GAILLARDE;FR
Victorine Babin;Victorine;Babin;SAINT-MARTIN;FR
Germain Lécuyer;Germain;Lécuyer;PARIS;FR
Somer Lamy;Somer;Lamy;WEERT;BE
Mallory De La Vergne;Mallory;De La Vergne;ÉPINAL;FR
Eugène Norbert;Eugène;Norbert;GENT;BE
Aymon Quessy;Aymon;Quessy;CANNES;FR
Curtis Berger;Curtis;Berger;PAMPIGNY;CH
Ruby Hughes;Ruby;Hughes;SOULME;BE
Avelaine Foucault;Avelaine;Foucault;BURST;BE
Fayme Beaudry;Fayme;Beaudry;AUCH;FR
Vincent Faure;Vincent;Faure;OBERRIED;CH
Moore Tardif;Moore;Tardif;AARAU;CH
Gill Course;Gill;Course;FRIBOURG;CH
Rosamonde Lagrange;Rosamonde;Lagrange;FENALET-SUR-BEX;CH
Xavier Chaussée;Xavier;Chaussée;SAINT-NAZAIRE;FR
Daisi Bois;Daisi;Bois;MONTPELLIER;FR
Raison Tisserand;Raison;Tisserand;TIGNÉE;BE
Bartlett Courtois;Bartlett;Courtois;SCHEUREN;CH
Faye Fontaine;Faye;Fontaine;HEIMBERG;CH
Evrard Senneville;Evrard;Senneville;VÉLIZY-VILLACOUBLAY;FR
Fortun Pépin;Fortun;Pépin;ALTERSWILEN;CH
Aurore Huot;Aurore;Huot;ISTRES;FR
Clementine Ménard;Clementine;Ménard;THONON-LES-BAINS;FR
Fealty Robitaille;Fealty;Robitaille;LÜSAI;CH
Roger Leblanc;Roger;Leblanc;LANDELIES;BE
Adrien Guilmette;Adrien;Guilmette;BERN;CH
Aleron Bordeleau;Aleron;Bordeleau;BÉZIERS;FR
Pénélope Lampron;Pénélope;Lampron;MESSINES;BE
Julien Leroux;Julien;Leroux;ORLÉANS;FR
Adrienne Aubin;Adrienne;Aubin;SELOIGNES;BE
Esperanza Mailloux;Esperanza;Mailloux;BEAUFAYS;BE
Arnaud Narcisse;Arnaud;Narcisse;GOMMISWALD;CH
Christelle Salois;Christelle;Salois;SAINT-DIZIER;FR
Fortun Lemaître;Fortun;Lemaître;BILZEN;BE
Roux Bédard;Roux;Bédard;FRIBOURG;CH
Fiacre Bélanger;Fiacre;Bélanger;BUCHEGG;CH
Arno Mothé;Arno;Mothé;ZUCKENRIET;CH
Fifi Benjamin;Fifi;Benjamin;THUN;CH
Curtis Beaulieu;Curtis;Beaulieu;HORW;CH
Carolos Girard;Carolos;Girard;LYON;FR
Searlait Migneault;Searlait;Migneault;CHAMPS-SUR-MARNE;FR
Christian Labbé;Christian;Labbé;AINEFFE;BE
Leroy Bernard;Leroy;Bernard;TRACHSELWALD;CH
Cammile Dagenais;Cammile;Dagenais;SAINT-LOUIS;FR
Marguerite Gladu;Marguerite;Gladu;ANGLET;FR
Fayette Lizotte;Fayette;Lizotte;ST. GALLENKAPPEL;CH
Phillipa Langlais;Phillipa;Langlais;VAULX-EN-VELIN;FR
Peppin Desroches;Peppin;Desroches;LORIENT;FR
Pansy Laux;Pansy;Laux;OHEY;BE
Roux Ailleboust;Roux;Ailleboust;MÜHLETHAL;CH
Leverett Beaulé;Leverett;Beaulé;ISIÈRES;BE
Harbin Pouchard;Harbin;Pouchard;SAINTE-ANNE;FR
Eleanor LaGrande;Eleanor;LaGrande;BEZONS;FR
Matilda Goulet;Matilda;Goulet;THÔNEX;CH
Edmee Lereau;Edmee;Lereau;WANZELE;BE
Harcourt Salois;Harcourt;Salois;WALZENHAUSEN;CH
Tabor Compagnon;Tabor;Compagnon;WILLISDORF;CH
Émile Guérette;Émile;Guérette;NEUILLY-SUR-MARNE;FR
Maryse Bonenfant;Maryse;Bonenfant;AUXERRE;FR
Aceline Raymond;Aceline;Raymond;ARASIO;CH
Ogier Vachon;Ogier;Vachon;GRENOBLE;FR
Talbot Berthiaume;Talbot;Berthiaume;ZWIJNAARDE;BE
Élise Dupéré;Élise;Dupéré;LE BOUSCAT;FR
Julien Fresne;Julien;Fresne;LOMBARDSIJDE;BE
Claire Jalbert;Claire;Jalbert;VODELÉE;BE
Noelle Duranseau;Noelle;Duranseau;MARCHIN;BE
Céline Gabriaux;Céline;Gabriaux;KANEGEM;BE
Erembourg Laramée;Erembourg;Laramée;SOISSONS;FR
Laurent Lessard;Laurent;Lessard;ECLÉPENS;CH
Fitz Deblois;Fitz;Deblois;BORGONOVO;CH
Dominique Phaneuf;Dominique;Phaneuf;PARIS;FR
Aubrey Garcia;Aubrey;Garcia;FORGE-PHILIPPE;BE
Gauthier Pelletier;Gauthier;Pelletier;ANGOULÊME;FR
Jacques Tougas;Jacques;Tougas;TOULON;FR
Aymon Bérard;Aymon;Bérard;LUSTIN;BE
Clothilde Chandonnet;Clothilde;Chandonnet;PAIFVE;BE
Avelaine Boileau;Avelaine;Boileau;DÄTTNAU;CH
Faye Denis;Faye;Denis;NOUMÉA;FR
Fabienne Flamand;Fabienne;Flamand;VILLENEUVE-D'ASCQ;FR
Parfait Echeverri;Parfait;Echeverri;BANNWIL;CH
Arienne Cailot;Arienne;Cailot;TINLOT;BE
Tabor Gamelin;Tabor;Gamelin;WAHA;BE
Ranger Ducharme;Ranger;Ducharme;LA CELLE-SAINT-CLOUD;FR
Christien Sanschagrin;Christien;Sanschagrin;PRAROMAN;CH
Élise Martel;Élise;Martel;BOSCO/GURIN;CH
Eglantine Auger;Eglantine;Auger;ARRAS;FR
Paige Gaudreau;Paige;Gaudreau;SOTTEVILLE-LÈS-ROUEN;FR
Prewitt Lafond;Prewitt;Lafond;AIRE-LA-VILLE;CH
Ferragus Parent;Ferragus;Parent;TORCY;FR
Chandler Ouellet;Chandler;Ouellet;MIRAMAS;FR
Frédéric Lagueux;Frédéric;Lagueux;LIMOGES;FR
Henri Auclair;Henri;Auclair;CHAMPS-SUR-MARNE;FR
Chantal Saindon;Chantal;Saindon;RÜMLIGEN;CH
Gabriel Lavoie;Gabriel;Lavoie;ROUEN;FR
Thibaut Bazinet;Thibaut;Bazinet;SÈTE;FR
Noël Beaudoin;Noël;Beaudoin;ANNECY;FR
Marguerite Ouellet;Marguerite;Ouellet;STAAD;CH
Lotye Leduc;Lotye;Leduc;SINT-MARGRIETE;BE
Cloridan Camus;Cloridan;Camus;HOLSBEEK;BE
Maureen Miron;Maureen;Miron;STÖCKLI;CH
Fleur Pelletier;Fleur;Pelletier;MEERBEEK;BE
Lundy Benoit;Lundy;Benoit;POHLERN;CH
Audric Laramée;Audric;Laramée;WICHTRACH;CH
Cosette Archambault;Cosette;Archambault;TAVIGNY;BE
Tilly Champagne;Tilly;Champagne;ANTIBES;FR
Felicien Parmentier;Felicien;Parmentier;GRANDVAL;CH
Ray Lajoie;Ray;Lajoie;SALINS;CH
Verrill Senneville;Verrill;Senneville;COLOMBES;FR
Marphisa Longpré;Marphisa;Longpré;MILLAU;FR
Apolline Lamour;Apolline;Lamour;LA GARDE;FR
Corette De La Ronde;Corette;De La Ronde;RENNES;FR
André Tétrault;André;Tétrault;WERM;BE
Belda Denis;Belda;Denis;POISSY;FR
Alice Hervé;Alice;Hervé;MALEMPRÉ;BE
Somer Bourque;Somer;Bourque;ALENÇON;FR
Gilbert Lafond;Gilbert;Lafond;ZÜRICH;CH
Ermengardi Marcheterre;Ermengardi;Marcheterre;MALAKOFF;FR
Fusberta Bérard;Fusberta;Bérard;WIJNEGEM;BE
Valiant Ferland;Valiant;Ferland;PIERREFITTE-SUR-SEINE;FR
Antoinette Dandonneau;Antoinette;Dandonneau;FRÉJUS;FR
Alexandrin Bérubé;Alexandrin;Bérubé;SART-BERNARD;BE
Hélène Louineaux;Hélène;Louineaux;HANEFFE;BE
Simone Cloutier;Simone;Cloutier;RILLIEUX-LA-PAPE;FR
Élodie Richard;Élodie;Richard;SAINT-PAUL;FR
Arianne Boucher;Arianne;Boucher;COLOMIERS;FR
Germaine Grimard;Germaine;Grimard;AMIENS;FR
Claude D'Aubigné;Claude;D'Aubigné;ASPELARE;BE
Hilaire Faucher;Hilaire;Faucher;RAMSDONK;BE
Virginie Louis;Virginie;Louis;BORDEAUX;FR
Aimé Parent;Aimé;Parent;SAINT-CHAMOND;FR
Aya Coudert;Aya;Coudert;ANNEMASSE;FR
Aymon Patenaude;Aymon;Patenaude;LAUWE;BE
Faye Sciverit;Faye;Sciverit;BRESSOUX;BE
Théophile Blondlot;Théophile;Blondlot;CHOLET;FR
Fifine Brousseau;Fifine;Brousseau;OPHEERS;BE
Stéphanie Doiron;Stéphanie;Doiron;NEERHEYLISSEM;BE
Timothée Rhéaume;Timothée;Rhéaume;GRESSO;CH
Constance Nadeau;Constance;Nadeau;NIEL;BE
Kerman Savoie;Kerman;Savoie;GOEGNIES-CHAUSSÉE;BE
Alphonse Senneville;Alphonse;Senneville;BÜLACH;CH
Christian Provencher;Christian;Provencher;NIEUWENHOVE;BE
Huon Trépanier;Huon;Trépanier;MY;BE
Valérie Loiselle;Valérie;Loiselle;BRUNOY;FR
Quennel Guimond;Quennel;Guimond;THUN;CH
Mavise Coudert;Mavise;Coudert;DAVOS DORF;CH
Wyatt Trépanier;Wyatt;Trépanier;BREIL/BRIGELS;CH
Bellamy Michel;Bellamy;Michel;LADIR;CH
Jules Allaire;Jules;Allaire;DIETINGEN;CH
Geoffrey Chnadonnet;Geoffrey;Chnadonnet;GARGES-LÈS-GONESSE;FR
Aya Sarrazin;Aya;Sarrazin;BIZET;BE
Jesper Grandpré;Jesper;Grandpré;VILLERS-L'EVÊQUE;BE
Marguerite Garcia;Marguerite;Garcia;BEERST;BE
Isabelle Landry;Isabelle;Landry;ROTEM;BE
Jacquenett Gervais;Jacquenett;Gervais;THYNES;BE
Yvon Paulet;Yvon;Paulet;DIJON;FR
Joy Plaisance;Joy;Plaisance;SAGOGN;CH
Kerman Bertrand;Kerman;Bertrand;BOSSIKON;CH
Azura Duranseau;Azura;Duranseau;PARIS;FR
Fantina Chalifour;Fantina;Chalifour;AIX-EN-PROVENCE;FR
Richard Lamare;Richard;Lamare;BASTIA;FR
Denis DeGrasse;Denis;DeGrasse;SPEICHER;CH
Christophe Déziel;Christophe;Déziel;MARSEILLE;FR
Holly Marleau;Holly;Marleau;COMPATSCH;CH
Baptiste Bourassa;Baptiste;Bourassa;QUEUE-DU-BOIS;BE
Matilda Talon;Matilda;Talon;MONTMOLLIN;CH
Leone David;Leone;David;HEITERSCHEN;CH
Fabien Lapresse;Fabien;Lapresse;DINANT;BE
Margaux Couturier;Margaux;Couturier;DRAGUIGNAN;FR
Christelle Bisson;Christelle;Bisson;WATERLAND-OUDEMAN;BE
Valérie Martel;Valérie;Martel;BUSSIGNY-SUR-ORON;CH
Mercer Lereau;Mercer;Lereau;ROMAINMÔTIER;CH
Harcourt Blanc;Harcourt;Blanc;MENGESTORF;CH
Frédéric Noël;Frédéric;Noël;BAVEGEM;BE
Thierry Dupont;Thierry;Dupont;HOLDERBANK;CH
Julienne Parenteau;Julienne;Parenteau;WONDELGEM;BE
Adèle Beaupré;Adèle;Beaupré;WARQUIGNIES;BE
Martin Gendron;Martin;Gendron;GOUSSAINVILLE;FR
Amber Pouliotte;Amber;Pouliotte;LONS-LE-SAUNIER;FR
Nathalie Pouchard;Nathalie;Pouchard;LONAY;CH
Chantal Fortier;Chantal;Fortier;WILEN;CH
Didier Patenaude;Didier;Patenaude;BASEL;CH
Minette Perillard;Minette;Perillard;VESOUL;FR
Honoré Sabourin;Honoré;Sabourin;HERNE;BE
Allyriane Bourgeau;Allyriane;Bourgeau;IZEL;BE
Iven Vertefeuille;Iven;Vertefeuille;BROECHEM;BE
Turner Tollmache;Turner;Tollmache;EFFRETIKON;CH
Scoville Rousseau;Scoville;Rousseau;BARGEN;CH
Christine Petrie;Christine;Petrie;VISSENAKEN;BE
Christian Bonenfant;Christian;Bonenfant;TOULON;FR
Yolande Lussier;Yolande;Lussier;PLANCENOIT;BE
Sidney Leduc;Sidney;Leduc;JEGENSTORF;CH
Anouk Daigneault;Anouk;Daigneault;SCHOTTIKON;CH
Sébastien Desruisseaux;Sébastien;Desruisseaux;LE PLESSIS-ROBINSON;FR
Christine Dastous;Christine;Dastous;BOEKHOUTE;BE
Royce Labrosse;Royce;Labrosse;VAIRANO;CH
Seymour Dubeau;Seymour;Dubeau;CLICHY-SOUS-BOIS;FR
Dorene Boutot;Dorene;Boutot;HAN-SUR-LESSE;BE
Fauna Sevier;Fauna;Sevier;BORDEAUX;FR
Zara Sansouci;Zara;Sansouci;MARTIGNY;CH
Guy L'Angelier;Guy;L'Angelier;PERPIGNAN;FR
Davet Jodion;Davet;Jodion;LUMINO;CH
Holly Cotuand;Holly;Cotuand;GHOY;BE
Tilly Rouleau;Tilly;Rouleau;SEMIONE;CH
Legget Coudert;Legget;Coudert;ELVERSELE;BE
Raison Arsenault;Raison;Arsenault;THOREMBAIS-LES-BÉGUINES;BE
Ruby L'Hiver;Ruby;L'Hiver;PERSONICO;CH
Élise Huppé;Élise;Huppé;ORDINGEN;BE
Musette Corbin;Musette;Corbin;SACONNEX D'ARVE;CH
Brigitte Vaillancour;Brigitte;Vaillancour;LE PUY-EN-VELAY;FR
Madelene Desjardins;Madelene;Desjardins;SAINTE-FOY-LÈS-LYON;FR
Jacques Quenneville;Jacques;Quenneville;CARPENTRAS;FR
Artus Mailhot;Artus;Mailhot;MARSEILLE;FR
Zurie Vincent;Zurie;Vincent;CORGÉMONT;CH
Nouel Sanschagrin;Nouel;Sanschagrin;WAREMME;BE
Romain Marceau;Romain;Marceau;GRIMBERGEN;BE
Laverne Alexandre;Laverne;Alexandre;CAGNES-SUR-MER;FR
Mayhew L'Anglais;Mayhew;L'Anglais;OLEN;BE
Gay Marceau;Gay;Marceau;SURIN;CH
Éléonore Marcheterre;Éléonore;Marcheterre;ZÜRICH;CH
Christien Labrie;Christien;Labrie;LENGNAU;CH
Merci Riquier;Merci;Riquier;MÜNCHRINGEN;CH
Denis Gabriaux;Denis;Gabriaux;FRASNES-LEZ-GOSSELIES;BE
Émile Vadeboncoeur;Émile;Vadeboncoeur;LES ABYMES;FR
Aurore Barteaux;Aurore;Barteaux;LOPPEM;BE
Grosvenor Chenard;Grosvenor;Chenard;MAZENZELE;BE
Orville Primeau;Orville;Primeau;CAYENNE;FR
Melisande Boulé;Melisande;Boulé;GILLARENS;CH
Luc Grenier;Luc;Grenier;SAINT-SÉBASTIEN-SUR-LOIRE;FR
Mavise Cuillerier;Mavise;Cuillerier;RIDDES;CH
Blondelle Adler;Blondelle;Adler;OBER SCHLATT;CH
Germain Beaulac;Germain;Beaulac;ROESBRUGGE-HARINGE;BE
Carine Leroux;Carine;Leroux;ZUCHWIL;CH
Granville Grignon;Granville;Grignon;ANTWERPEN;BE
Henriette Sevier;Henriette;Sevier;ALLEUR;BE
Namo Dubé;Namo;Dubé;HAZEBROUCK;FR
Arthur Bondy;Arthur;Bondy;FRANCONVILLE-LA-GARENNE;FR
Eloise Desnoyer;Eloise;Desnoyer;MUNTELIER;CH
Alexandre Rouze;Alexandre;Rouze;SAPIN HAUT;CH
Fleurette Deserres;Fleurette;Deserres;ULBEEK;BE
Lucille Sabourin;Lucille;Sabourin;NANTES;FR
Gradasso Tougas;Gradasso;Tougas;TOURCOING;FR
Alexandrin Bourgeois;Alexandrin;Bourgeois;MELUN;FR
Raymond Tanguay;Raymond;Tanguay;BEVEREN-AAN-DEN-IJZER;BE
Vedette Robitaille;Vedette;Robitaille;SINT-JACOBS-KAPELLE;BE
Clémence Gamache;Clémence;Gamache;WINTERTHUR;CH
Vick Migneault;Vick;Migneault;LE MANS;FR
Faustin Pelchat;Faustin;Pelchat;ALT ST. JOHANN;CH
Corette Lavoie;Corette;Lavoie;CALAIS;FR
Laetitia Langelier;Laetitia;Langelier;CASTEL SAN PIETRO;CH
Heloise Leroux;Heloise;Leroux;TOULOUSE;FR
Mirabelle Duperré;Mirabelle;Duperré;SENSINE;CH
Zoé Tétrault;Zoé;Tétrault;SAINTES;FR
Merci Ailleboust;Merci;Ailleboust;ARZIER;CH
Maurelle Lemieux;Maurelle;Lemieux;TONGRINNE;BE
Antoinette Sabourin;Antoinette;Sabourin;GUGGISBERG;CH
Delphine Joly;Delphine;Joly;SAINT-SYMPHORIEN;BE
Charline Brousse;Charline;Brousse;NIEUWRODE;BE
Alaine Lemaître;Alaine;Lemaître;MORKHOVEN;BE
Apolline Lachance;Apolline;Lachance;CHAMPS-SUR-MARNE;FR
Luc Tisserand;Luc;Tisserand;ESCHLIKON;CH
Christien Racicot;Christien;Racicot;ERLENBACH IM SIMMENTAL;CH
Fortun Quinn;Fortun;Quinn;OUD-HEVERLEE;BE
Toussaint Blanc;Toussaint;Blanc;ST. GALLEN;CH
Alaine Bois;Alaine;Bois;CHÂTELLERAULT;FR
Carine Quessy;Carine;Quessy;FAYT-LEZ-MANAGE;BE
Creissant Mousseau;Creissant;Mousseau;HAM-SUR-HEURE/NALINNES;BE
Amitee Bourque;Amitee;Bourque;BÉTHUNE;FR
Lowell Jobin;Lowell;Jobin;STAVELE;BE
Diane Coupart;Diane;Coupart;GIFFERS;CH
Guerin Baril;Guerin;Baril;DUNKERQUE;FR
Agathe Richard;Agathe;Richard;BLITTERSWIL;CH
Nanna Jetté;Nanna;Jetté;SAINT-ÉTIENNE-DU-ROUVRAY;FR
Gabriel Vaillancour;Gabriel;Vaillancour;NEERGLABBEEK;BE
Seymour Clavette;Seymour;Clavette;LUPFIG;CH
Mariette St-Jacques;Mariette;St-Jacques;HAUSET;BE
Albracca Thibault;Albracca;Thibault;CHAPELLE-À-OIE;BE
Onfroi Ferland;Onfroi;Ferland;WÖSCHNAU;CH
Emmanuelle Barrière;Emmanuelle;Barrière;ESTINNES-AU-VAL;BE
Vallis Houle;Vallis;Houle;PALAGNEDRA;CH
Gauthier Marseau;Gauthier;Marseau;GERDINGEN;BE
Aymon Cousteau;Aymon;Cousteau;MONTGERON;FR
Prewitt DuLin;Prewitt;DuLin;NICE;FR
Merle Bouvier;Merle;Bouvier;UNTERLUNKHOFEN;CH
Felicien Henrichon;Felicien;Henrichon;POELKAPELLE;BE
Valentine Lemelin;Valentine;Lemelin;SAINT-LEU;FR
Alice Vallée;Alice;Vallée;SEDAN;FR
Vail Courtemanche;Vail;Courtemanche;HULSONNIAUX;BE
Hortense David;Hortense;David;MONTAGNY-LES-MONTS;CH
Amélie Godin;Amélie;Godin;MESPELARE;BE
Adrien Vernadeau;Adrien;Vernadeau;ZUZGEN;CH
Zara Labelle;Zara;Labelle;ZULZEKE;BE
Courtland Labrie;Courtland;Labrie;PEER;BE
Roux Desforges;Roux;Desforges;BEERSE;BE
Patience Monty;Patience;Monty;MONTROEUL-SUR-HAINE;BE
Christabel Favreau;Christabel;Favreau;SART-LEZ-SPA;BE
Isabelle Gadbois;Isabelle;Gadbois;ORP-LE-GRAND;BE
Pinabel Lapointe;Pinabel;Lapointe;SINS;CH
Josephe Lanteigne;Josephe;Lanteigne;DIELSDORF;CH
Leone Larocque;Leone;Larocque;BANNWIL;CH
Arridano Henrichon;Arridano;Henrichon;TOULOUSE;FR
